timetweet,isitweet,favcount,retwcount,id,name
2022-09-20 10:27:20,b'RT @bjorka__: Abis gym selalu langsung sangek anjir. yg mau fun stay di jakarta selatan DM ya. bisa host. https://t.co/ulaNipJwM6',0,18,1572170538814177281,bjorka__
2022-09-20 10:27:19,b'RT @MMargani5: Akibat GONJANG-GANJING Kasus Sambo &amp; Bjorka dll nya maka..\nAda yg \xf0\x9f\x91\x87\xf0\x9f\xa7\x90\xf0\x9f\x91\x87TERLUPAKAN\xe2\x9d\x97\n\nKasus dugaan korupsi PT Duta Palma Group d\xe2\x80\xa6',0,463,1572170535957860352,mrtaufik19
2022-09-20 10:26:56,b'Pecinta sepak bola bakal nyesel kalau gak dukung tim jagoannya di wingslots77\n\nDukung tim jagoan anda dengan bertaruh di Wingslots77\nUNTUK PENDAFTARAN CLAIM BONUSNYA:https://t.co/6u7omahuAG\n#wingslot\n#wingslot77\n#wingslots\n#shorts\n#reelsvideo\n#TikTok\n#Bjorka \n#bjorkanism https://t.co/k7OfXeGCfJ',0,0,1572170436863229952,wingslot77
2022-09-20 10:26:51,b'RT @MMargani5: Akibat GONJANG-GANJING Kasus Sambo &amp; Bjorka dll nya maka..\nAda yg \xf0\x9f\x91\x87\xf0\x9f\xa7\x90\xf0\x9f\x91\x87TERLUPAKAN\xe2\x9d\x97\n\nKasus dugaan korupsi PT Duta Palma Group d\xe2\x80\xa6',0,463,1572170416801873925,Setioweedoodoo
2022-09-20 10:26:51,b'RT @OohOpyy: sendal flat supercute \xf0\x9f\xa6\x8b\n     rate\xe2\xad\x904.8-4.9\nBELI DISINI\xf0\x9f\x91\x87\n1. https://t.co/GmcpOW34qs\n2. https://t.co/yKbjqZXYGR\n3. https://t.co/R\xe2\x80\xa6',0,125,1572170414780207105,jndcok
2022-09-20 10:26:30,"b'Warganet Curiga Peran MAH, Baru Kali Ini Hacker Bjorka Dibantu Penjual Es https://t.co/ynIjk5rkVR'",0,0,1572170327140216838,baliexpressnews
2022-09-20 10:26:26,"b'Gak bisa min, kampret banget temlen beberapa hari ini \xf0\x9f\x98\x91\n\nImad ke singapore\nKasus sambo\nBjorka muncul\nRatu Elizabeth wafat\nUli Siregar 3 degree\nAfi punya kelainan\nArap selingkuh\nGus ihsan ke timezone bareng anak orang https://t.co/oIf46nT7Ut'",3,0,1572170311667449856,karjomblo
2022-09-20 10:26:22,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572170294537900032,hazelssie
2022-09-20 10:26:21,"b'RT @OposisiCerdas: ""Percayalah, Anda Tidak Akan Jadi Presiden, Jangan Buang-buang Waktu"", Sentil Bjorka ke Erick Tohir\nhttps://t.co/byLzugn\xe2\x80\xa6'",0,45,1572170289580240898,Aminmuh51085771
2022-09-20 10:25:58,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572170194633781252,NovitaS55404731
2022-09-20 10:25:16,b'@detikcom Knp mesti bjorka yg kau bongkar?? Knp tdk skalian bongkar dmn lokasi Harun masiku ituu biar d tangkap dan d adili dia nya .',0,0,1572170019764830209,ZulkifliSimatu7
2022-09-20 10:24:42,"b'RT @bentargantinama: Hati-hati dng penampilan, bisa jd hatinya lebih jahat daripada setan \xf0\x9f\x98\x82\n\n#Bjorka IQ 144 https://t.co/3hwB5emQ9c'",0,2,1572169876965593089,euisrahma_10
2022-09-20 10:24:22,"b'RT @MediaUmat: Data Bocor Diretas Bjorka, Praktisi IT: Ada Tata Kelola yang Tidak Tepat\n\nhttps://t.co/xyxttBWEjB https://t.co/N6OoPiGnO2'",0,4,1572169790260916226,FairuzahUmmu
2022-09-20 10:24:12,"b'dukutip dari #Bjorka \nsejak akun twitter terakhir saya (@bjorkanesian) ditangguhkan,\nsampai sekarang saya belum punya akun twitter. jadi jika ada akun\nyang menggunakan nama saya, maka itu adalah akun palsu.\n*Saya tidak pernah punya akun Instagram atau tiktok atau dibuat bodoh. https://t.co/1QyW1gQC5D'",0,0,1572169750494740481,LVomus
2022-09-20 10:24:01,"b'RT @democrazymedia: Komisi III DPR Pesimis Pemerintah Bisa Tangkap Hacker Sekelas Bjorka, Buktinya Harun Masiku Aja Belum Berhasil Ditangka\xe2\x80\xa6'",0,39,1572169704684519426,AmiHamyus
2022-09-20 10:23:53,"b'RT @hyang_wisnu: MESKI BJORKA TAK BOBOL RAHASIA NEGARA, MAHFUD MD: TETAP BENTUK TIMSUS\n\nMenko Polhukam @mohmahfudmd menjelaskan alasan pemb\xe2\x80\xa6'",0,19,1572169670534524928,Amara_Mu
2022-09-20 10:23:51,b'RT @wellylie99: #Asean #AirPollution #trending #southeastAsia #BakarSampah #dkiJakarta #iQAir #IMF #BI #ispa #kanker #COVID19 #G20 #DosaPLT\xe2\x80\xa6',0,2,1572169661462245377,philip_radar
2022-09-20 10:23:47,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572169644605313026,hafhifhuf
2022-09-20 10:23:21,b'@Dennysiregar7 PAPUA ELU HEBOH..YG DIRUGIKAN CUMA PAPUA...GW JDI MIKIR APA KATA BJORKA TENTANG ELU',1,0,1572169535419195392,Putrabo22846561
2022-09-20 10:23:12,"b'RT @IkoAwowo: Kasus afi adalah pengalihan kasus bjorka vs pemerintah, kasus bjorka adalah pengalihan kasus sambo'",0,1,1572169497909530626,sekilasmasa
2022-09-20 10:23:05,b'RT @MMargani5: Akibat GONJANG-GANJING Kasus Sambo &amp; Bjorka dll nya maka..\nAda yg \xf0\x9f\x91\x87\xf0\x9f\xa7\x90\xf0\x9f\x91\x87TERLUPAKAN\xe2\x9d\x97\n\nKasus dugaan korupsi PT Duta Palma Group d\xe2\x80\xa6',0,463,1572169470831120385,kangfatma
2022-09-20 10:22:55,"b'RT @keuangannews_id: Jejak Digital Bjorka Terlacak, Pemerintah Bisa\xc2\xa0Menemukannya? https://t.co/c1f54NYsMC'",0,4,1572169425079660545,keuangannews_id
2022-09-20 10:22:34,b'MARI BELAJAR DARI BJORKA\n\nSobat BSI.. \nBeberapa hari ini ramai dibicarakan Bjorka. Seorang hacker yang dikabarkan berhasil meretas dokumen rahasia beberapa institusi pemerintahan. https://t.co/zrTajrzTsA',0,0,1572169337431261186,bsikarawang
2022-09-20 10:21:38,"b'RT @OposisiCerdas: ""Percayalah, Anda Tidak Akan Jadi Presiden, Jangan Buang-buang Waktu"", Sentil Bjorka ke Erick Tohir\nhttps://t.co/byLzugn\xe2\x80\xa6'",0,45,1572169103074562051,Bacan66311513
2022-09-20 10:21:36,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572169096518848516,reailta
2022-09-20 10:21:25,b'RT @MMargani5: Akibat GONJANG-GANJING Kasus Sambo &amp; Bjorka dll nya maka..\nAda yg \xf0\x9f\x91\x87\xf0\x9f\xa7\x90\xf0\x9f\x91\x87TERLUPAKAN\xe2\x9d\x97\n\nKasus dugaan korupsi PT Duta Palma Group d\xe2\x80\xa6',0,463,1572169048456310784,HunterKillerzxz
2022-09-20 10:21:18,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572169019444305921,taepocie
2022-09-20 10:21:15,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572169007339573248,Lugsgood
2022-09-20 10:21:12,"b'RT @hyang_wisnu: Satgas Perlindungan Data Sudah Kantongi Identitas Bjorka\n\n@mohmahfudmd mengatakan, Tim Satgas Tanggap Darurat Perlindungan\xe2\x80\xa6'",0,18,1572168996182700034,Amara_Mu
2022-09-20 10:21:09,b'@hyang_wisnu @mohmahfudmd @Bjorkanism_ @kemkominfo @PlateJohnny Lagian Bjorka tidak memiliki keahlian membobol data yang sungguh-sungguh.\xc2\xa0\n@PlateJohnny  @kemkominfo',0,0,1572168981381025794,Amara_Mu
2022-09-20 10:20:55,b'Lagian Bjorka tidak memiliki keahlian membobol data yang sungguh-sungguh.\xc2\xa0\nJohnny Plate @kemkominfo https://t.co/C9W4UEcWjy',0,0,1572168924472684545,Amara_Mu
2022-09-20 10:20:29,b'RT @cukupsetia: Habis keributan tentang afi nihaya/natalie kini muncul lagi masalah perselingkuhan adam levine sama reza arap trus apa kaba\xe2\x80\xa6',0,14,1572168814913261570,Iuswrn
2022-09-20 10:20:28,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572168808923795457,straw_baerry
2022-09-20 10:20:13,"b'RT @UyokBack: Gak mudeng dgn pola pikir pengasong nawacita Jokowi ini.\n\nSbg yg mengatasnamakan masyarakat, yg dituntut mestinya penyelengga\xe2\x80\xa6'",0,35,1572168748269961216,IbnuSholh
2022-09-20 10:20:00,b'@ZoelHelmiLubis1 Kayaknya Bjorka ini golongan kadrun juga nih',0,0,1572168692875816965,SanRego52960994
2022-09-20 10:19:57,b'RT @rekomendasihitz: \xe2\x9c\xa8 rekomendasi sweater kekinian under 100k \xe2\x9c\xa8\n\n\xe2\x80\x94thread\n\nyoasobi senin hitc natalie 30 menit piala asia peningkatan ekono\xe2\x80\xa6',0,146,1572168678170591234,bigwindiagutus
2022-09-20 10:19:56,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572168676350267392,seeyouya_
2022-09-20 10:19:52,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572168657350045696,FirgiPamela
2022-09-20 10:19:46,b'RT @detikcom: Hacker Bjorka menegaskan belum punya akun Twitter baru sejak bjorkanesian diblokir dan tak punya Instagram ataupun TikTok. Se\xe2\x80\xa6',0,6,1572168634642079745,MasBrouw0030
2022-09-20 10:19:45,b'RT @hjwhat: rekomendasi botol minum kiyowo \xf0\x9f\x8d\x92\n\n\xe2\x80\x94thread\n\nyoasobi senin hitc natalie 30 menit piala asia peningkatan ekonomi negara laptop reh\xe2\x80\xa6',0,102,1572168631471185922,Mansonyy90
2022-09-20 10:19:44,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572168625695653889,Albar_____
2022-09-20 10:19:29,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572168564177772544,yeyoosh
2022-09-20 10:19:29,b'RT @halleluhellyeah: Bjorka pun ketar ketir... \xf0\x9f\x98\xaf https://t.co/yD0G2zTtdl',0,3779,1572168561359212546,jumpritpait
2022-09-20 10:19:21,"b'RT @UyokBack: Gak mudeng dgn pola pikir pengasong nawacita Jokowi ini.\n\nSbg yg mengatasnamakan masyarakat, yg dituntut mestinya penyelengga\xe2\x80\xa6'",0,35,1572168530036158464,toembal
2022-09-20 10:19:20,"b'Sepakat Mbak Najwa. Pejabat negara digaji dengan pajak dan uang rakyat lainnya, lah apa kerja mereka untuk rakyat? Sekelas #Bjorka saja tidak mampu diurus.\n\nYang jelas, hari ini data kita tidak dilindungi negara. https://t.co/EE0IhFtOVF'",0,0,1572168522968760321,paskalis_korain
2022-09-20 10:19:14,"b'RT @tvOneNews: [FULL] Misteri Bjorka, Mengapa Belum Terungkap? https://t.co/0yVIFv5YmU'",0,3,1572168501057691648,Arojas15260108
2022-09-20 10:18:46,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572168383877246978,m_nurmansyah07
2022-09-20 10:18:45,b'RT @TretanMuslim: Itu yg membongkar kasus Natalie dan Afi lebih baik ikutan nyari Bjorka. Sepertinya kinerjanya meyakinkan',0,2069,1572168379083157505,miamarsss_
2022-09-20 10:18:36,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572168341644775424,ajengardhnaa
2022-09-20 10:18:31,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572168319058477061,ljwjsm_
2022-09-20 10:18:24,"b'RT @democrazymedia: Komisi III DPR Pesimis Pemerintah Bisa Tangkap Hacker Sekelas Bjorka, Buktinya Harun Masiku Aja Belum Berhasil Ditangka\xe2\x80\xa6'",0,39,1572168288289067008,Blekmorblackmo5
2022-09-20 10:18:22,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572168281821450241,kwnjkyg
2022-09-20 10:18:11,b'RT @txtbibitpohon: Masih ready\nBiji kurma barhee Thailand\n50 biji 325rb\nBiji kurma KL1 Thailand\n20 biji 295rr\n\nBibit kurma 3bln harga 25rb\xe2\x80\xa6',0,2,1572168237512818688,Suprianto187
2022-09-20 10:18:06,"b'RT @OposisiCerdas: Unggah Video di YouTube, Bjorka: Mereka yang Mendukung Saya karena Merasa Muak dengan Pemerintah\nhttps://t.co/WKHUkobPKJ'",0,99,1572168213571706885,akbar_fitri
2022-09-20 10:18:01,"b'RT @ismailfahmi: Fix, isu Bjorka udah basi, ndak menarik lagi. Karena udah ndak jelas, dimainkan untuk pengalihan isu, politis, pansos, dll\xe2\x80\xa6'",0,56,1572168194017886210,Ivandreya
2022-09-20 10:17:52,"b'RT @MediaUmat: Data Bocor Diretas Bjorka, Praktisi IT: Ada Tata Kelola yang Tidak Tepat\n\nhttps://t.co/xyxttBWEjB https://t.co/N6OoPiGnO2'",0,4,1572168156948598785,anakmbarepjare
2022-09-20 10:17:37,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572168094969393154,Ivandreya
2022-09-20 10:17:35,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572168086060675073,zayyanamilatun
2022-09-20 10:17:28,b'@Bjorkaw2 https://t.co/NdOOOqZhcF bjorka mana nih...  Bantu siapa degelasi Indonesia nya dan tujuan nya',0,0,1572168057157718021,sayasia59151475
2022-09-20 10:17:18,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572168013172068352,iikkirikkii
2022-09-20 10:17:09,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572167976463499264,rekomendasihitz
2022-09-20 10:17:07,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572167968330743808,juneskyy
2022-09-20 10:17:02,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572167945010442242,najaemincomel
2022-09-20 10:16:50,"b'@OposisiCerdas Setelah dipikir dipikir si bjorka ini juga bukan orang baik, dia ngejual data pribadi kita loh diforum \xf0\x9f\x98\x85 #bjorka'",0,0,1572167897874862080,joane_mills
2022-09-20 10:16:50,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572167893890244608,RacunOren96
2022-09-20 10:16:35,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572167833819451393,tomorrowjihoon
2022-09-20 10:16:15,"b'Data Bocor Diretas Bjorka, Praktisi IT: Ada Tata Kelola yang Tidak Tepat\n\nhttps://t.co/xyxttBWEjB https://t.co/N6OoPiGnO2'",8,4,1572167751057428481,MediaUmat
2022-09-20 10:16:12,b'RT @ZOO_FESS: Kayaknya dia deh bjorka zoo https://t.co/oDY1jUi4Ft',0,41,1572167735899193344,dewimrdn
2022-09-20 10:16:00,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572167688147070977,hiii45342995
2022-09-20 10:15:45,b'@neohistoria_id dituduh bjorka belom pernah?',0,0,1572167621260488704,alphaaquilae__
2022-09-20 10:15:41,"b'Uber Ungkap Identitas Hacker yang Retas Sistemnya, Bjorka? https://t.co/8GFg8M1NSt'",0,0,1572167606391676928,cnbcindonesia
2022-09-20 10:15:23,b'As predicted ... Bjorka menghilang... UU PDP sah! ... \xf0\x9f\x98\x9c #cumadikonoha',1,1,1572167529552048133,Ncoes41
2022-09-20 10:15:01,"b'Heboh Tukang Es Disebut Sebagai Bjorka, Desmond Kritik Polisi: Hanya Polisi Tidur... https://t.co/SA7du7bgon'",0,0,1572167439580008453,WartaEkonomi
2022-09-20 10:14:41,b'RT @jayakabajay: Bjorka dalam usahanya untuk ngehack sekaligus menghilangkan jejak\xe2\x80\xa6 https://t.co/EYm3LzQvkU',0,419,1572167353936547840,nurlaili_eli
2022-09-20 10:14:09,"b'@geeceeyn iya ih udh ketutupan bjorka, skrg cheating\xf0\x9f\x98\xa9'",0,0,1572167218598936582,boodasss
2022-09-20 10:14:01,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572167188391530499,IsmiMaulidyati
2022-09-20 10:13:45,b'RT @dpppay: \xe2\x80\x94\xe2\x80\x93 \xf0\x9d\x9a\x81\xf0\x9d\x99\xb4\xf0\x9d\x99\xba\xf0\x9d\x99\xbe\xf0\x9d\x99\xbc\xf0\x9d\x99\xb4\xf0\x9d\x99\xbd\xf0\x9d\x99\xb3\xf0\x9d\x99\xb0\xf0\x9d\x9a\x82\xf0\x9d\x99\xb8 \xf0\x9d\x99\xb2\xf0\x9d\x99\xb4\xf0\x9d\x99\xbb\xf0\x9d\x99\xb0\xf0\x9d\x99\xbd\xf0\x9d\x99\xb0 &amp; \xf0\x9d\x9a\x81\xf0\x9d\x99\xbe\xf0\x9d\x99\xba \xf0\x9d\x99\xb2\xf0\x9d\x99\xb0\xf0\x9d\x9a\x81\xf0\x9d\x99\xb6\xf0\x9d\x99\xbe \xf0\x9d\x99\xbf\xf0\x9d\x9a\x81\xf0\x9d\x99\xb4\xf0\x9d\x99\xbc\xf0\x9d\x99\xb8\xf0\x9d\x9a\x84\xf0\x9d\x99\xbc \xf0\x9f\xa4\x96\nCAKEPP BANGETTT SIII \n\nA thread~\n\ntags : nabila haikal #bjorka #mamba aldebaran #Ti\xe2\x80\xa6',0,197,1572167121832128512,juneskyy
2022-09-20 10:13:39,"b'@OposisiCerdas Yang dukung Bjorka itu bukan orang yang MUAK, Tapi orang yang GOBLOK. Dukung kok hacker\xf0\x9f\xa4\xa3? Pada gak mikir dia bisa dapat data pemerintah, artinya dia jga bsa dpt data rakyat. Ujung\xc2\xb2nya nyalahin pemerintah, padahal yang nyalahin malah dukung yng ngehack.\xf0\x9f\xa4\xa3 Otak dipantat ya begitu.'",1,0,1572167094514634752,HardianAgung_
2022-09-20 10:13:33,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572167071655657472,qyanaa97
2022-09-20 10:13:22,"b'RT @democrazymedia: Komisi III DPR Pesimis Pemerintah Bisa Tangkap Hacker Sekelas Bjorka, Buktinya Harun Masiku Aja Belum Berhasil Ditangka\xe2\x80\xa6'",0,39,1572167021823152128,ArArozy
2022-09-20 10:12:35,"b'Sebut Bjorka Tukang Ngarang, Nikita Mirzani Ancam Bongkar Identitas Sang Hacker : Okezone Celebrity https://t.co/XPzaltByO7'",0,0,1572166825001250819,BeritaInfoViral
2022-09-20 10:12:18,"b'RT @OposisiCerdas: Unggah Video di YouTube, Bjorka: Mereka yang Mendukung Saya karena Merasa Muak dengan Pemerintah\nhttps://t.co/WKHUkobPKJ'",0,99,1572166756239839232,beavis_30
2022-09-20 10:12:12,b'RT @mohmahfudmd: Bnyk yg japri sy bhw data pribadi sy dibocorkan oleh bjorka hacker. Sy tak ambil pusing dan tak ingin tahu. Sebab data pri\xe2\x80\xa6',0,1764,1572166729786339329,Visi_Nusa
2022-09-20 10:12:02,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572166689781055488,MargarethaFia
2022-09-20 10:11:48,b'@kaisar_garendra @HSBC_ID Aku sih coba main di BK8 untuk bantu nambah biaya bulanan https://t.co/MQMZJ6A2n7',0,0,1572166629735403522,Bjorka_Karessa
2022-09-20 10:11:39,b'RT @HukumDan: Kan ada yg kebakaran Buntut sampe nuntut 1 T kalau tidak membahayakan ngapain orang di penjara dan ada yg isi kepalanya melep\xe2\x80\xa6',0,19,1572166592984940544,endraronin
2022-09-20 10:11:39,"b'RT @bentargantinama: Hati-hati dng penampilan, bisa jd hatinya lebih jahat daripada setan \xf0\x9f\x98\x82\n\n#Bjorka IQ 144 https://t.co/3hwB5emQ9c'",0,2,1572166591609196546,bentargantinama
2022-09-20 10:11:20,b'@arashcyrille Aku sih coba main di BK8 untuk bantu nambah biaya bulanan https://t.co/MQMZJ6A2n7',0,0,1572166511493787649,Bjorka_Karessa
2022-09-20 10:11:09,"b'""Hacker""\n2.Bjorka punya misi buruk utk indonesia,dia hanya aktor pengganti,dia memang pintar,tp cara kerjanya sama,kemasannya yg dibedakan,ada team yg siap menggoreng,tujuannya menciptakan kepanikan pemerintah,lalu membuat kesalahan,dan boom...people power.'",0,0,1572166467579432961,BustoniFikri4
2022-09-20 10:11:08,b'RT @txtbibitpohon: Masih ready\nBiji kurma barhee Thailand\n50 biji 325rb\nBiji kurma KL1 Thailand\n20 biji 295rr\n\nBibit kurma 3bln harga 25rb\xe2\x80\xa6',0,2,1572166460721758209,Sahabat_Fariel
2022-09-20 10:11:05,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572166447660683266,WildaniBachtiar
2022-09-20 10:10:52,b'@aycelimut Aku sih coba main di BK8 untuk bantu nambah biaya bulanan https://t.co/MQMZJ6A2n7',0,0,1572166393751302145,Bjorka_Karessa
2022-09-20 10:10:42,"b'RT @6undul0h: Sebentar..., bjorka itu khan hacker ya\xf0\x9f\x99\x84, bisa bobol sistem keamanan di sini...\n\nLha kok akun tele bukannya dibobol malah dibe\xe2\x80\xa6'",0,44,1572166351795671040,DewirahmiS
2022-09-20 10:10:33,b'@EnricoAlezandro Aku sih coba main di BK8 untuk bantu nambah biaya bulanan https://t.co/MQMZJ6A2n7',0,0,1572166315233914880,Bjorka_Karessa
2022-09-20 10:10:28,b'Bjorka Ditemukan https://t.co/I9ME4QTDp8',0,0,1572166292093939713,beribadaah
2022-09-20 10:10:17,b'@tryshaaaaash Aku sih coba main di BK8 untuk bantu nambah biaya bulanan https://t.co/MQMZJ6A2n7',0,0,1572166246799675393,Bjorka_Karessa
2022-09-20 10:10:13,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572166230370562048,drosmela
2022-09-20 10:10:06,"b'RT @OposisiCerdas: Unggah Video di YouTube, Bjorka: Mereka yang Mendukung Saya karena Merasa Muak dengan Pemerintah\nhttps://t.co/WKHUkobPKJ'",0,99,1572166199836020738,jojosonda14
2022-09-20 10:10:05,b'@Rienir321 Aku sih coba main di BK8 untuk bantu nambah biaya bulanan https://t.co/MQMZJ6A2n7',0,0,1572166197172637696,Bjorka_Karessa
2022-09-20 10:10:05,"b'RT @BeritakanID_com: Jebol Lagi Jebol Lagi: Kali Ini Data Pertamina, Pelaku Hacker Desorden, Bukan Bjorka\nhttps://t.co/7cQWsH4bzr'",0,427,1572166196707086337,HamzhYie
2022-09-20 10:09:51,b'@renjunpintar Aku sih coba main di BK8 untuk bantu nambah biaya bulanan https://t.co/MQMZJ6A2n7',0,0,1572166139819749377,Bjorka_Karessa
2022-09-20 10:09:51,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572166138284609536,Si_palingoren
2022-09-20 10:09:50,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572166134836891660,pipittaja
2022-09-20 10:09:40,b'@minminverse Aku sih coba main di BK8 untuk bantu nambah biaya bulanan https://t.co/MQMZJ6A2n7',0,0,1572166093644660741,Bjorka_Karessa
2022-09-20 10:09:32,b'@_sonson03 Aku sih coba main di BK8 untuk bantu nambah biaya bulanan https://t.co/MQMZJ6A2n7',0,0,1572166058861285377,Bjorka_Karessa
2022-09-20 10:09:24,"b'RT @vincentrcrd: Saya punya channel telegram, terus saya jual ke orang lain. Kemudian channel telegram itu disalahgunakan oleh orang yang m\xe2\x80\xa6'",0,1125,1572166026946842627,adotooth
2022-09-20 10:09:20,"b'RT @MediaKomando: Pawang Hacker: Bjorka Bukan Hacker, Hanya Pengepul Data\nhttps://t.co/ZGJ3uCi5CB'",0,1,1572166008567386113,DindaAzizahqu
2022-09-20 10:09:11,b'@txtdrorgmiskin Aku sih coba main di BK8 untuk bantu nambah biaya bulanan https://t.co/MQMZJ6A2n7',0,0,1572165971783319553,Bjorka_Karessa
2022-09-20 10:09:00,b'Bjorka apa kabar yh',0,0,1572165925885079552,sipalingbarbar
2022-09-20 10:08:59,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572165920755429376,lysun01
